Type,TypeName,Date,Title,AppropriatePrice,Investment opinion,Offer,File
반도체,SK하이닉스,2018.04.10,2018년 업황에 대한 우려는 여전히 과도하다.,"102,000원",매수,SK증권,SK하이닉스_20180410.pdf
반도체,SK하이닉스,2018.03.22,새로움에 대한 갈증,"92,000원",매수,유안타증권,20180306083114530_5.pdf
반도체,SK하이닉스,2018.03.08,사상 최대 실적과 3D NAND 투자 확대,"120,000원",매수,키움증권,SK하이닉스_180308(최종).pdf
반도체,SK하이닉스,2018.01.26,실적 기대치 상회 추이로 복귀,"103,000 원",매수,메리츠종금증권,20180125151645760K_02.pdf
반도체,SK하이닉스,2017.12.05,"실적 Surprise 예상, 우려는 우려일 뿐","120,000원",매수,키움증권,sk하이닉스_171205.pdf
반도체,SK하이닉스,2017.10.27,업황 추가 개선의 필요조건 충족,"101,000원",매수,메리츠종금증권,20171026163523203K_02.pdf
반도체,SK하이닉스,2017.07.26,무리한 과욕이 아닌 합리적 의욕,"85,000원",매수,메리츠종금증권,20170726070856_118.pdf
반도체,SK하이닉스,2017.07.14,4Q17 영업이익 4조원 전망,"95,000원",매수,키움증권,sk하이닉스_170714.pdf
반도체,SK하이닉스,2017.06.19,SK하이닉스 실적 강세 지속,"83,000원",매수,키움증권,(수정) SK하이닉스_170619_최종.pdf
반도체,SK하이닉스,2017.06.14,17년 3분기 영업이익 하반기 업황 조로 3.56조원 전망 ,"77,000원",매수,NH투자증권,NH투자20170614SK하이닉스.pdf
반도체,SK하이닉스,2017.04.26,NAND 부문의 의미 있는 실적 개선 ,"72,000원",매수,키움증권,SK하이닉스_170426(최종).pdf
반도체,SK하이닉스,2017.04.26,제한적인 증설 가능성에 주목하자 ,"74,000원",매수,메리츠종금증권,[170426_SKhynix_1Q17_review]김선우_47_기업분석_SK하이닉스.pdf
반도체,SK하이닉스,2017.03.29,전 부문 실적 전망치 상향 ,"72,000원",매수,키움증권,SK하이닉스_170329.pdf
반도체,SK하이닉스,2017.02.17,"과도한 우려, 매수 기회 ","68,000원",매수,키움증권,SK하이닉스_170217.pdf
반도체,SK하이닉스,2017.02.13,반도체 업황 Peak Out 우려에 대한 당사의 생각,68000원,매수,NH투자증권,NH투자20170213SK하이닉스.pdf
반도체,SK하이닉스,2017.02.08,인수 성공 시에는 도시바 진영과의 연합을 이끌 듯,"60,000원",매수,HI투자증권,하이20170208SK하이닉스.pdf
반도체,SK하이닉스,2017.01.23,메모리 수혜 확대,"65,000원",매수,NH투자증권,NH투자20170123SK하이닉스.pdf
반도체,SK하이닉스,2017.01.12,"2017년 영업이익 7.3조원, 최대 실적 전망","68,000원",매수,키움증권,1484173264059.pdf
반도체,SK하이닉스,2016.12.22,SK하이닉스 클린룸 증설계획 발표 ,-원,-,메리츠종금증권,SK하이닉스_161222.pdf
반도체,SK하이닉스,2016.12.14,2017년은 비수기 없는 상승 Cycle,"59,000원",매수,키움증권,SK하이닉스_161214.pdf
반도체,SK하이닉스,2016.11.10,"단기 우호적 환율과 넘치는 수요, 3D Nand 경쟁력도 개선 기대 ","50,000원",매수,SK증권,SK하이닉스_161110.pdf
반도체,SK하이닉스,2016.10.26,"당사 기대치 부합, 노트7 반사 수혜 진행 중","50,000원",매수,SK증권,SK하이닉스_161026.pdf
반도체,SK하이닉스,2016.10.19,"단기 긍정적, 중장기 3D Nand 기술력 확보가 절실","50,000원",매수,SK증권,SK하이닉스.pdf
반도체,SK하이닉스,2016.10.05,"어닝서프라이즈 기대, 4Q 까지 실적 개선","48,000 원",매수,SK증권,I001_20161003033700_2502057.pdf
반도체,SK하이닉스,2016.09.27,아직 끝날 자리가 아니다,"53,000원",매수,키움증권,SK하이닉스_160927(최종).pdf
반도체,SK하이닉스,2016.09.12,"실적 서프라이즈, 21nm 공급 정상화 예상","47,000원",매수,키움증권,SK하이닉스_160912.pdf
반도체,SK하이닉스,2016.08.03,"DRAM 단기 수익성 개선, Nand 는 공급부족 돌입","41,000 원",매수,SK증권,I001_20160802174643_2502057.pdf
반도체,SK하이닉스,2016.07.27,DRAM 수급 개선 본격화,"42,000원",매수,키움증권,SK하이닉스_160727.pdf
반도체,SK하이닉스,2016.07.13,2Q16 Preview: 변화의 기로에 선 하이닉스,"37,000 원",매수,SK증권,I001_20160710182951_2502057.pdf
반도체,SK하이닉스,2016.04.28,업황부진의 돌파구는?,"36,000원",매수,키움증권,SKHynix(160427_1Q16Review).pdf
반도체,SK하이닉스,2016.04.27,2 분기 바닥에 대한 기대감,"37,000 원",매수,SK증권,C003_UNIT_20160426195051_2502057.pdf
반도체,SK하이닉스,2016.01.27,수익성 하락국면 본격화,"36,000원",매수,키움증권,SKHynix(160127_4Q15Review).pdf
반도체,SKC,2021.11.15,"약 1년 후, 말레이시아 플랜트가 완공된다","250,000원",매수(유지),키움증권,기업브리프_SKC-20211115.pdf
반도체,SKC,2021.11.02,"화학의 도움닫기, 동박의 점프","200,000원",매수(유지),SK증권,600210.pdf
반도체,SKC,2021.11.02,실리콘 음극재 사업 진출,"250,000원",매수(유지),키움증권,기업브리프_SKC-20211102.pdf
반도체,SKC,2021.10.21,Big Chance,"250,000원",매수(유지),키움증권,기업브리프_SKC-20211021.pdf
반도체,SKC,2021.09.27,비상(飛上)의 Appetizer,"220,000원",매수,메리츠증권,598143.pdf
반도체,SKC,2021.09.10,오히려 보수적인 증설 계획,"250,000원",매수(유지),키움증권,기업브리프_SKC-20210909.pdf
반도체,SKC,2021.09.09,오히려 보수적인 증설 계획,"250,000원",매수(유지),키움증권,기업브리프_SKC-20210909.pdf
반도체,SKC,2021.09.03,"올해 3분기, 동박 생산량 1만톤 상회 전망","214,000원",매수(유지),키움증권,기업브리프_SKC-20210903_최종.pdf
반도체,SKC,2021.07.16,2Q21 컨센 대폭 상회와 SK넥실리스의 턴어라운드,"220,000원",매수,하나금융투자,SKC_2Q21_Pre_20210716_Final.pdf
반도체,SKC,2021.07.13,이제 반도체 소재 밸류가 추가될 필요가 있다,"214,000원",매수(유지),키움증권,[SKC] 이제 반도체 소재 밸류가 추가될 필요가 있다.pdf
반도체,SKC,2021.06.04,분기 천억 대 영업이익 시대의 도래,"200,000원",매수(유지),키움증권,기업브리프_SKC-20210604.pdf
반도체,SKC,2021.05.03,1Q21 Review: 화학부문 이익 체력 확대,"170,000원",매수,메리츠증권,588582.pdf
반도체,SKC,2021.05.03,SK넥실리스의 이익률 개선 확인 필요,"150,000원",Neutral,하나금융투자,SKC_1Q21_Review_20210503.pdf
반도체,SKC,2021.04.12,LG/SK 소송 합의의 최대 수혜주,"200,000원",매수(유지),키움증권,"[SKC] LG,SK 소송 합의의 최대 수혜주.pdf"
반도체,SKC,2021.04.09,숨겨진 퍼즐을 맞추고 판세를 읽자,"200,000원",매수,키움증권,SKC_숨겨진 퍼즐을 맞추고 판세를 읽자.pdf
반도체,SKC,2021.04.08,증설 플랜트 조기 가동으로 시장 점유율 방어 ,"200,000원",매수(유지),키움증권,기업브리프-SKC-20210408.pdf
반도체,SKC,2021.04.05,"실적 맑음, 성장성 이상 무","179,000원",매수(유지),SK증권,586060.pdf
반도체,SKC,2021.03.30,폭풍전야,"180,000원",매수(유지),키움증권,기업브리프-SKC-20210330.pdf
반도체,SKC,2021.03.17,"상반기는 화학, 하반기는 동박","180,000원",매수(유지),키움증권,기업브리프-SKC-20210317.pdf
반도체,SKC,2021.02.22,NDR 후기: 21 년 예상치를 상회하는 이익 개선 흐름 ,"155,000원",매수,메리츠증권,583349.pdf
반도체,SKC,2021.02.10,2021 년 BM 구조적 개선,"140,000원",매수,메리츠증권,582760.pdf
반도체,SKC,2021.01.05,"국내 유일무이 Specialty SKC, 한 단계 더 JUMP","130,000원",매수,SK증권,579523.pdf
반도체,SKC,2020.11.04,21년. 전 부문의 개선세 이어질 것,"93,000원",매수(유지),DB금융투자,20201104_011790_150205_282.pdf
반도체,SKC,2020.11.04,"2021년, 사업구조 혁신이 펀더먼털로 승화된다","120,000원",매수,SK증권,SKC_3Q20 Review_202001104.pdf
반도체,SKC,2020.11.04,"Mobility 소재, 분기 매출액 1천억원 최초 상회","115,000원",매수(유지),키움증권,기업브리프-SKC-202001104.pdf
반도체,SKC,2020.09.16,"Crescendo, 점점 세게","115,000원",매수(유지),키움증권,기업브리프-SKC-20200916.pdf
반도체,SKC,2020.08.10,성장이 본격화되는 시기,"93,000원",매수(유지),DB금융투자,20200810_011790_150205_272.pdf
반도체,SKC,2020.08.10,"CMP 패드, Full 생산/판매 체제 전환","115,000원",매수(유지),키움증권,기업브리프-SKC-20200810-수정.pdf
반도체,SKC,2020.06.26,부인할 수 없는 성장,"71,000원",매수(유지),DB금융투자,20200626_011790_150205_265.pdf
반도체,SKC,2020.06.25,올해 하반기부터 2단계 BM 혁신 가속화 전망,"77,000원",매수(유지),키움증권,기업브리프-SKC-20200625.pdf
반도체,SKC,2020.05.08,"올해, BM Change의 원년","70,000원",매수(유지),키움증권,기업브리프-SKC-20200508.pdf
반도체,SKC,2020.05.08,기존 사업의 견고함에 중장기 성장성까지 겸비. 중형주 Top Pick,"70,000원",매수,하나금융투자,SKC_1Q20 Review_20200508.pdf
반도체,SKC,2020.03.06,경쟁사 진입 등에도 동박사업 경쟁력 우위 지속,"70,000원",매수,키움증권,기업브리프-SKC-20190306.pdf
반도체,SKC,2020.02.06,매우 밝은 중장기 성장성 vs. 단기 숨고르기 가능성,"70,000원",매수,하나금융투자,SKC_4Q19 Review_20200206.pdf
반도체,SKC,2019.12.13,"내년 EBITDA, 올해 대비 70% 이상 증가 전망","74,000원",매수,키움증권,기업브리프-SKC-20191213.pdf
반도체,SKC,2019.10.07,2020 년부터는 동박 프리미엄 가능,"45,000원",매수,SK증권,I001_20191005142446_2501138.pdf
반도체,SKC,2019.09.26,적기에 투명PI필름 라인 상업화 전망,"74,000원",매수,키움증권,기업브리프-SKC-20190926.pdf
반도체,SKC,2019.08.22,"KCFT, 7월 동박 수출은 창사 최대치 기록 추정 ","74,000원",매수(유지),키움증권,기업브리프-SKC-20190822.pdf
반도체,SKC,2019.08.08,화학사업부 지분 49% 매각 결정은 Deep Change의 시작점,"50,000원",매수,하나금융투자,SKC_update_20190808_3.pdf
반도체,SKC,2019.07.18,"T Value, 견고한 수준 지속 전망","74,000원",매수,키움증권,기업브리프-SKC-20190718_수정.pdf
반도체,SKC,2019.07.02,확실한 동박 프리미엄,"45,000원",매수,SK증권,I001_20190625215208_2501138.pdf
반도체,SKC,2019.06.14,"KCFT 인수, 자산효율화와 성장성을 겸비할 기회","50,000원",매수,하나금융투자,SKC_Update_20190614.pdf
반도체,SKC,2019.06.14,"동박, 장기공급계약 확대 전망","54,000원",매수,키움증권,기업브리프-SKC-20190614.pdf
반도체,SKC,2019.06.10,"속도가 더딜 뿐, 성장성은 변치 않다","45,000원",매수,메리츠종금증권,20190609151734774K_02.pdf
반도체,SKC,2019.05.13,단기 모멘텀 둔화,"45,000원",매수,메리츠종금증권,20190512172500615K_02.pdf
반도체,SKC,2019.04.03,"전자재료부문, 고성장세 지속 전망","54,000원",매수,키움증권,기업브리프-SKC-20190403.pdf
반도체,SKC,2019.02.14,"2019~20년, 필름과 반도체소재가 견인할 Valuation 재평가","50,000원",매수(유지),하나금융투자,SKC_4Q18 Review_20190214.pdf
반도체,SKC,2019.01.07,견고한 실적을 지속하고 있다,"54,000원",매수(유지),키움증권,기업브리프-SKC-20190107.pdf
반도체,SKC,2018.10.25,"PO/POD, 해외 거점 확보 추진","54,000원",매수(유지),키움증권,기업브리프-SKC-20181025.pdf
반도체,SKC,2018.10.25,숨돌리기,"50,000원",매수(유지),메리츠종금증권,20181024183756788K_02.pdf
반도체,SKC,2018.09.13,2~3년 후 한국형 Shin-Etsu를 꿈꾼다(Feat. 중국법인),"60,000원",매수(유지),하나금융투자,SKC_Indepth_20180913.pdf
반도체,SKC,2018.09.11,SKC 중국 Site Tour 방문 후기,"58,000원",매수(유지),메리츠종금증권,20180909145450095K_02.pdf
반도체,SKC,2018.08.08,매출 성장의 매력,"50,000원",매수(유지),DB증권,20180808_011790_150205_168.pdf
반도체,SKC,2018.08.07,머지않은 전성시대,"58,000원",매수(유지),메리츠종금증권,20180806194208858K_02.pdf
반도체,SKC,2018.08.07,안정적인 실적과 신사업의 성장성 확인,"50,000원",매수(유지),하나금융투자,SKC_2Q18%20Review_20180807.pdf
반도체,SKC,2018.08.07,"2분기 영업이익, 높아진 시장 기대치 상회","54,000원",매수(유지),키움증권,기업브리프-SKC-20180807.pdf
반도체,SKC,2018.07.09,2Q18 Preview: 안정적 실적 유지 중,"50,000원",매수,SK증권,I001_20180707175521_2501138.pdf
반도체,SKC,2018.07.05,체질 개선 가시화,"54,000원",매수(유지),메리츠종금증권,20180704095727734K_02.pdf
반도체,SKC,2018.06.12,"2분기, 전 사업부문의 실적 개선 전망","54,000원",매수(유지),키움증권,기업브리프-SKC-20180612.pdf
반도체,SKC,2018.05.04,"2분기 영업이익, 전 분기 대비 25.8% 증가 전망 ","54,000원",매수,키움증권,기업브리프-SKC-20180504.pdf
반도체,SKC,2018.05.04,기다림의 미학,"54,000 원",매수,메리츠종금증권,20180503152933372K_02.pdf
반도체,SKC,2018.04.03,2018년 1분기 실적 가이던스 충족할 듯,"64,000원",매수,유안타증권,20180329191858847_1.pdf
반도체,SKC,2018.04.02,단기 이익보다는 반도체 소재의 증설효과 기대,"50,000원",매수,SK증권,I001_20180401123811_2501138.pdf
반도체,SKC,2018.02.27,스페셜티 화학 업체로 본격 진화 중,"58,000원",매수,키움증권,기업브리프-SKC-20180227.pdf
반도체,SKC,2018.02.06,스페셜티 전환 가속화,"58,000원",매수,키움증권,기업브리프-SKC-20180206.pdf
반도체,SKC,2018.01.16,"올해 영업이익, 작년 대비 31.0% 증가 전망","58,000원",매수,키움증권,기업브리프-SKC-20180116.pdf
반도체,SKC,2018.01.08,이익과 성장모멘텀을 모두 기대할 수 있는 2018년,"55,000원",매수,SK증권,I001_20180106165619_2501138.pdf
반도체,SKC,2017.11.09,투자의 성과들이 본격적으로 반영되고 있다.,"52,000원",매수,키움증권,기업브리프-SKC-20171109.pdf
반도체,SKC,2017.11.09,18년 도약을 위한 리허설,"54,000원",매수,메리츠종금증권,20171108154237593K_02.pdf
반도체,SKC,2017.09.27,드디어 “성장”의 키워드를 찾아내다.,"45,000원",매수,SK증권,I001_20170926100623_2501138.pdf
반도체,SKC,2017.09.12,중국 탐방기: 추가 성장 동력 확보,"52,000원",매수,키움증권,기업브리프-SKC-20170912.pdf
반도체,SKC,2017.09.11,필름사업부와 자회사 실적 개선,"54,000원",매수,메리츠종금증권,20170910174538556K_02.pdf
반도체,SKC,2017.08.29,"내년 필름부문, 본격적인 턴어라운드","48,000원",매수,키움증권,기업브리프-SKC-20170829.pdf
반도체,SKC,2017.08.08,분기별 증익 기조 유지,"48,000원",매수,키움증권,기업브리프-SKC-20170808.pdf
반도체,SKC,2017.08.08,구체화되는 성장 스토리,"47,000원",매수,메리츠종금증권,20170808073217_165.pdf
반도체,SKC,2017.07.17,Specialty King Chemical,-원,매수,키움증권,기업브리프-대한유화-20170717.pdf
반도체,SKC,2017.07.04,실적에 대한 안정성 부각 국면,"44,000원",매수,키움증권,기업브리프-SKC-20170704.pdf
반도체,SKC,2017.07.04,"양호한 실적, 관건은 성장 모멘텀","40,000원",매수,SK증권,I001_20170703155803_2501138.pdf
반도체,SKC,2017.05.26,성장성이 큰 PVB 필름 시장 침투 ,"44,000원",매수,키움증권,기업브리프-SKC-20170526(0).pdf
반도체,SKC,2017.05.23,NDR 후기: 올해 하반기 모멘텀을 고려할 시점,"44,000원",매수,키움증권,기업브리프-SKC-20170523.pdf
반도체,SKC,2017.04.10,1Q17 preview: 아쉬운 모멘텀의 부재 ,"40,000원",매수,SK증권,I001_20170409111425_2501138.pdf
반도체,SKC,2017.02.10,대표 턴어라운드 주식,"44,000원",매수,키움증권,기업브리프-SKC-20170210.pdf
반도체,SKC,2017.02.10,Turn-around를 앞두고,"41,000 원",매수,메리츠종금증권,[011790_170210]노우호_29_기업분석_SKC.pdf
반도체,SKC,2017.01.09,4Q16 preview: 더 이상의 악재는 없다,"40,000 원",매수,SK증권,I001_20170108023217_2501138.pdf
반도체,SKC,2017.01.05,4분기 실적 시장 기대치 부합 전망 ,"44,000원",매수,키움증권,1483575593471.pdf
반도체,SKC,2016.11.14,"내년 영업이익, 올해 대비 62% 증가 전망","44,000원",매수,키움증권,기업브리프-SKC-20161114.pdf
반도체,SKC,2016.11.14,더 빠질 것도 없는 역사적 PBR 저점 0.6x,"37,000 원",매수,SK증권,C003_UNIT_20161112125320_2501138.pdf
반도체,SKC,2016.09.29,내년 실적 개선을 겨냥해 보자,"40,000원",매수,키움증권,기업브리프-SKC-20160929.pdf
반도체,SKC,2016.09.27,이미 악재에도 둔감해 질 주가 수준,"37,000 원",매수,SK증권,I001_20160926143532_2501138.pdf
반도체,SKC,2016.06.28,PO 다음의 동력 찾기,"37,000원",매수,SK증권,SKC5.pdf
반도체,SKC,2016.05.12,1Q16 review: 예상을 하회한 실적,"37,000 원",매수,SK증권,C003_UNIT_20160511072011_2501138.pdf
반도체,SKC,2016.02.11,모멘텀보다 밸류,"43,000원",매수,SK증권,SKC4.pdf
반도체,한솔케미칼,2021.07.06,연말로 갈수록 높아지는 기대감,"300,000원",매수(유지),키움증권,한솔케미칼_210706.pdf
반도체,한솔케미칼,2021.06.01,"하반기 반도체, 디스플레이 소재 사이클 진입","330,000원",매수,SK증권,"한솔케미칼_하반기 반도체, 디스플레이 소재 사이클 진입.pdf"
반도체,한솔케미칼,2021.05.13,"꿋꿋한 실적, 고맙습니다",-원,-,하나금융투자,Hansol_Chem_2021.05.13.pdf
반도체,한솔케미칼,2021.04.19,탐방 노트,-원,-,하나금융투자,[한솔케미칼]_탐방 노트.pdf
반도체,한솔케미칼,2021.02.24,"반도체 소재, QD 소재, 이차전지 부문 모두 순항","300,000원",매수(유지),키움증권,한솔케미칼_210224.pdf
반도체,한솔케미칼,2021.02.19,못하는 게 없는 전자 소재 기업,"300,000원",매수(유지),한화투자증권,583234.pdf
반도체,한솔케미칼,2021.02.08,반도체 공정소재 공급사의 롤모델,-원,-,하나금융투자,Hansol_Chemical_NR_2021.02.08_(2).pdf
반도체,한솔케미칼,2021.02.08,5번째 올립니다!,"270,000원",매수(유지),DB금융투자,20210208_014680_190271_99.pdf
반도체,한솔케미칼,2020.11.06,"QD-OLED TV, 이차전지 등 중장기 모멘텀 유효 ","185,000원",매수(유지),키움증권,한솔케미칼_201106.pdf
반도체,한솔케미칼,2020.10.05,빠지면? 좋은 기회죠!,"200,000원",매수(유지),DB금융투자,20201005_014680_190271_67.pdf
반도체,한솔케미칼,2020.09.16,3Q20 사상 최대 실적 예상,"185,000원",매수(유지),키움증권,한솔케미칼_200916.pdf
반도체,한솔케미칼,2020.08.19,"한솔케미칼, 당신은 대체","200,000원",매수(유지),DB금융투자,20200819_014680_190271_59.pdf
반도체,한솔케미칼,2020.08.18,"2분기가 좋고, 3분기도 좋고",-원,-,하나금융투자,Hansol_Chemical_2020.08.18_0.pdf
반도체,한솔케미칼,2020.07.14,장거리 질주 시작,-원,매수,하나금융투자,Hansol_Chemical_2020.07.14_0.pdf
반도체,한솔케미칼,2020.04.17,1분기 이상 무,"105,000원",매수,DB금융투자증권,20200417_014680_190271_34.pdf
반도체,한솔케미칼,2020.02.11,다변화된 사업 포트폴리오의 강점 부각,"140,000원",매수,키움증권,한솔케미칼_200211.pdf
반도체,한솔케미칼,2020.01.21,비메모리 취향저격,-원,매수,하나금융투자,Hansol_Chemical_report.pdf
반도체,한솔케미칼,2019.11.27,"하나씩, 촘촘히, 새롭게",-원,매수,하나금융투자,Hansol_Chemical_191127_0.pdf
반도체,한솔케미칼,2019.11.22,강하다.,"130,000원",매수,DB금융투자증권,20191122_014680_190271_13.pdf
반도체,한솔케미칼,2019.04.17,방향성과 밸류에이션의 괴리,"110,000원",매수,유안타증권,20190416154738627_1.pdf
반도체,한솔케미칼,2018.12.17,반도체 소재와 QD 투자 모멘텀의 이상적 조화,"110,000원",매수(유지),유안타증권,20181213142741097_1.pdf
반도체,한솔케미칼,2018.11.13,승승장구,"110,000원",매수(유지),HI투자증권,[13065146]_014680.pdf
반도체,한솔케미칼,2018.11.13,본격적인 실적 개선 확인,"100,000원",매수(유지),DB증권,20181113_014680_160655_90.pdf
반도체,한솔케미칼,2018.10.24,"3Q18 실적 서프라이즈, 기대되는 2019년","110,000원",매수(유지),키움증권,한솔케미칼_181024.pdf
반도체,한솔케미칼,2018.08.30,3분기에도 계속될 실적 개선,"110,000원",매수,한국투자증권,Hansol+Chemical_note_K_Final.pdf
반도체,한솔케미칼,2018.05.31,성장성 회복,"100,000원",매수,한국투자증권,Hansol+Chemical_note_K_180531_Final.pdf
반도체,한솔케미칼,2017.11.14,"QD 안정세 진입, 반도체 성장 본격화","94,000원",매수,키움증권,한솔케미칼_171114_최종.pdf
반도체,한솔케미칼,2017.02.15,다시 시작하는 성장 스토리,"120,000원",매수,NH투자증권,NH투자20170215한솔케미칼.pdf
반도체,한솔케미칼,2016.12.29,흔들림 없는 실적,"120,000원",매수,NH투자증권,NH투자20161229한솔케미칼.pdf
반도체,DB하이텍,2021.11.15,이례적인 Capa 증가와 역대급 실적,"92,000원",매수(유지),유안타증권,20211112201815770_1.pdf
반도체,DB하이텍,2021.10.20,8인치 파운드리의 위엄,"88,000원",매수(유지),유안타증권,20211018151250157_3.pdf
반도체,DB하이텍,2021.08.17,"2분기 비용 분석, 2H21/22년 전망치 유지","88,000원",매수(유지),유안타증권,20210816133515767_1.pdf
반도체,DB하이텍,2021.08.02,실적으로만 시총 4조가 보인다,"88,000원",매수(유지),유안타증권,20210730110103863_1.pdf
반도체,DB하이텍,2021.07.12,편안한 가동률과 놀라운 마진,-원,매수,하나금융투자,[DB하이텍] 편안한 가동률과 놀라운 마진.pdf
반도체,DB하이텍,2021.06.24,미친 존재감,"82,000원",매수,유안타증권,20210621095411483_5.pdf
반도체,DB하이텍,2021.05.17,감가상각비 늘어도 연간 기준 증익,-원,-,하나금융투자,DB_Hitek_NR_2021.05.17_(2).pdf
반도체,DB하이텍,2021.04.09,칩 공급 부족에 따른 수혜 재부각,-원,-,하나금융투자,DB하이텍_칩 공급 부족에 따른 수혜 재부각.pdf
반도체,DB하이텍,2021.04.08,칩 공급 부족에 따른 수혜 재부각,-원,-,하나금융투자,DB_Hitek_NR_2021.04.08_(2).pdf
반도체,DB하이텍,2021.02.10,"공시, 고민, 결론",-원,-,하나금융투자,DB_Hitek_NR_2021.02.10.pdf
반도체,DB하이텍,2020.12.30,대만 파운드리 UMC 시총 23.7조 원,-원,-,하나금융투자,DB하이텍_대만 파운드리 UMC 시총 23.7조 원.pdf
반도체,DB하이텍,2020.12.29,대만 파운드리 UMC 시총 23.7조 원,-원,-,하나금융투자,DB Hitek_NR_2020.12.29_0.pdf
반도체,DB하이텍,2020.11.16,아날로그 파운드리는 더욱 공급 부족,-원,-,하나금융투자,DB Hitek_NR_(2)_0.pdf
반도체,DB하이텍,2020.08.18,TSMC가 부럽지 않습니다,-원,-,하나금융투자,DB Hitek_2020.08.18_0.pdf
반도체,DB하이텍,2020.07.08,아직도 저평가!,-원,-,하나금융투자,DB Hitek_2020.07.08_0.pdf
반도체,DB하이텍,2020.05.20,리노공업처럼 될 수 있겠다,-원,매수,하나금융투자,DB Hitek_2020.05.20_0.pdf
반도체,DB하이텍,2020.02.24,요즘 어떤가요,-원,매수,하나금융투자,DB Hitek_20200224_03_0.pdf
반도체,DB하이텍,2019.11.18,숫자로 말한다,-원,매수,하나금융투자,DB Hitek_20191118_Not_Rated.pdf
반도체,DB하이텍,2019.11.15,숫자로 말한다,-원,매수,하나금융투자,DB Hitek_20191118_Not_Rated.pdf
반도체,DB하이텍,2019.10.23,"봄, 여름, 가을 그리고 봄",-원,매수,하나금융투자,DB Hitek_191023.pdf
반도체,DB하이텍,2019.09.19,풀가동!,-원,매수,하나금융투자,DB Hitek_0919(final).pdf
반도체,DB하이텍,2019.07.17,의심 받는 4번 타자,-원,매수,하나금융투자,DB Hitek_0717.pdf
반도체,DB하이텍,2019.05.30,5G와 IoT 수요 증가로 8인치 파운드리 시장 호황 지속 전망,"20,000원",매수,SK증권,I001_20190529111203_2502093.pdf
유통업,롯데쇼핑,2021.11.05,3Q21 Review: 구조조정 마무리 단계,"117,000원",Hold,메리츠증권,600461.pdf
유통업,롯데쇼핑,2021.11.05,3Q21 리뷰 : 롯데쇼핑이 변하는 것을 저만 느끼나요?,"170,000원",매수(유지),유안타증권,20211104203949707_1.pdf
유통업,롯데쇼핑,2021.10.29,한샘 인수로 버티컬 셀렉션 확장,"135,000원",매수(유지),SK증권,599970.pdf
유통업,롯데쇼핑,2021.08.09,"2Q21 리뷰 : 실적 부진, 하지만 모멘텀 부자","170,000원",매수(유지),유안타증권,20210808120832760_1.pdf
유통업,롯데쇼핑,2021.06.22,일회성 변수만 없다면 좋은 성과가 기대됨,"145,000원",매수(유지),유진투자증권,롯데쇼핑_일회성 변수만 없다면 좋은 성과가 기대됨.pdf
유통업,롯데쇼핑,2021.06.22,"백화점 마트 개선에 이어, 현명한 판단, 매수 상향","140,000원",매수,IBK투자증권,"롯데쇼핑_백화점 마트 개선에 이어, 현명한 판단, 매수 상향.pdf"
유통업,롯데쇼핑,2021.05.11,"1Q21 리뷰 : 실망스러우나, 여전히 투자포인트는 유효","170,000원",매수(유지),유안타증권,20210510184631937_1.pdf
유통업,롯데쇼핑,2021.03.11,강한 소비 개선 사이클과 지방 경기 개선 가능성의 수혜,"180,000원",매수(유지),유안타증권,20210309151040420_1.pdf
유통업,롯데쇼핑,2021.02.09,턴어라운드+실적 서프라이즈,"148,000원",매수(유지),DB금융투자,20210209_023530_022447_1607.pdf
유통업,롯데쇼핑,2021.02.09,4Q20 리뷰 : It's Show Time! ,"165,000원",매수(유지),유안타증권,20210208210208597_1.pdf
유통업,롯데쇼핑,2021.01.28,롯데ON 의 실마리를 롯데리츠로 풀기 시작함,"135,000원",매수,SK증권,581418.pdf
유통업,롯데쇼핑,2020.11.09,3Q20 리뷰 : 실적 안정성 확보,"120,000원",매수(유지),유안타증권,20201106192549163_1.pdf
유통업,롯데쇼핑,2020.10.08,구조조정 효과 + 업황 회복,"100,000원",매수,하나금융투자,Lotte Shopping_201007_F_0.pdf
유통업,롯데쇼핑,2020.05.15,1Q20 리뷰 : 동 트기 전 가장 어두운 시기를 지나고 있다 ,"110,000원",매수(유지),유안타증권,20200514205221700_1.pdf
유통업,롯데쇼핑,2020.05.15,"쉽지 않은 변화, 지속 관찰 요망","126,000원",매수(유지),DB금융투자증권,20200515_023530_022447_1530.pdf
유통업,롯데쇼핑,2019.11.20,리레이팅을 위한 기다림 필요,"150,000원",매수,SK증권,C003_UNIT_20191118165400_2502092.pdf
유통업,롯데쇼핑,2019.09.26,3QPre: 예상보다 큰 불매운동 영향,"150,000원",매수,하나금융투자,LOTTESHO_190926_F_0.pdf
유통업,롯데쇼핑,2019.09.20,예상보다 쉽지 않다.,"193,000원",매수,DB금융투자증권,20190919_023530_022447_1431.pdf
유통업,롯데쇼핑,2019.09.19,예상보다 쉽지 않다 ,"193,000원",매수,DB금융투자증권,20190919_023530_022447_1431.pdf
유통업,롯데쇼핑,2019.08.13,불확실성을 너머 이커머스 대응을 주목하자,"180,000원",매수,유안타증권,20190722100842430_1.pdf
유통업,롯데쇼핑,2019.07.10,유통 공룡의 혹한기,"175,000원",매수,메리츠종금증권,20190708164424616K_02.pdf
유통업,롯데쇼핑,2019.05.31,마트 부진으로 턴어라운드 약화,"215,000원",매수,DB증권,20190531_023530_022447_1388.pdf
